Leg	Site	H	Core	T	Sec	Top (cm)	Depth (mbsf)	Magnetic Suscept.	Corrected Suscept.	.
155	 940	A	  3	H	  1	    43.5	      12.735	           52.000	                  	
155	 940	A	  3	H	  1	    46.6	      12.766	           57.000	                  	
155	 940	A	  3	H	  1	    49.4	      12.794	           66.000	                  	
155	 940	A	  3	H	  1	    52.5	      12.825	           62.000	                  	
155	 940	A	  3	H	  1	    55.4	      12.854	           60.000	                  	
155	 940	A	  3	H	  1	    58.4	      12.884	           56.000	                  	
155	 940	A	  3	H	  1	    61.4	      12.914	           59.000	                  	
155	 940	A	  3	H	  1	    64.4	      12.944	           57.000	                  	
155	 940	A	  3	H	  1	    67.4	      12.974	           67.000	                  	
155	 940	A	  3	H	  1	    70.4	      13.004	           61.000	                  	
155	 940	A	  3	H	  1	    73.5	      13.035	           59.000	                  	
155	 940	A	  3	H	  1	    76.4	      13.064	           57.000	                  	
155	 940	A	  3	H	  1	    79.5	      13.095	           55.000	                  	
155	 940	A	  3	H	  1	    82.4	      13.124	           54.000	                  	
155	 940	A	  3	H	  1	    85.5	      13.155	           50.000	                  	
155	 940	A	  3	H	  1	    88.4	      13.184	           48.000	                  	
155	 940	A	  3	H	  1	    91.5	      13.215	           56.000	                  	
155	 940	A	  3	H	  1	    94.4	      13.244	           67.000	                  	
155	 940	A	  3	H	  1	    97.4	      13.274	           67.000	                  	
155	 940	A	  3	H	  1	   100.6	      13.306	           71.000	                  	
155	 940	A	  3	H	  1	   103.4	      13.334	           65.000	                  	
155	 940	A	  3	H	  1	   106.5	      13.365	           65.000	                  	
155	 940	A	  3	H	  1	   109.4	      13.394	           64.000	                  	
155	 940	A	  3	H	  1	   112.5	      13.425	           57.000	                  	
155	 940	A	  3	H	  1	   115.4	      13.454	           59.000	                  	
155	 940	A	  3	H	  1	   118.4	      13.484	           67.000	                  	
155	 940	A	  3	H	  1	   122.0	      13.520	           59.000	                  	
155	 940	A	  3	H	  1	   124.4	      13.544	           61.000	                  	
155	 940	A	  3	H	  1	   127.4	      13.574	           55.000	                  	
155	 940	A	  3	H	  1	   130.4	      13.604	           61.000	                  	
155	 940	A	  3	H	  1	   133.4	      13.634	           61.000	                  	
155	 940	A	  3	H	  1	   136.4	      13.664	           64.000	                  	
155	 940	A	  3	H	  1	   139.6	      13.696	           73.000	                  	
155	 940	A	  3	H	  1	   142.4	      13.724	           65.000	                  	
155	 940	A	  3	H	  1	   145.5	      13.755	           54.000	                  	
155	 940	A	  3	H	  1	   148.4	      13.784	           29.000	                  	
155	 940	A	  3	H	  2	     4.4	      13.844	           61.000	                  	
155	 940	A	  3	H	  2	     7.4	      13.874	           58.000	                  	
155	 940	A	  3	H	  2	    10.4	      13.904	           53.000	                  	
155	 940	A	  3	H	  2	    13.4	      13.934	           57.000	                  	
155	 940	A	  3	H	  2	    16.4	      13.964	           73.000	                  	
155	 940	A	  3	H	  2	    19.5	      13.995	           92.000	                  	
155	 940	A	  3	H	  2	    22.4	      14.024	           82.000	                  	
155	 940	A	  3	H	  2	    25.5	      14.055	           68.000	                  	
155	 940	A	  3	H	  2	    28.4	      14.084	           73.000	                  	
155	 940	A	  3	H	  2	    31.5	      14.115	           59.000	                  	
155	 940	A	  3	H	  2	    34.4	      14.144	           65.000	                  	
155	 940	A	  3	H	  2	    37.4	      14.174	           67.000	                  	
155	 940	A	  3	H	  2	    40.4	      14.204	           62.000	                  	
155	 940	A	  3	H	  2	    43.4	      14.234	           64.000	                  	
155	 940	A	  3	H	  2	    46.5	      14.265	           73.000	                  	
155	 940	A	  3	H	  2	    49.4	      14.294	           82.000	                  	
155	 940	A	  3	H	  2	    52.5	      14.325	           66.000	                  	
155	 940	A	  3	H	  2	    55.4	      14.354	           63.000	                  	
155	 940	A	  3	H	  2	    58.4	      14.384	           62.000	                  	
155	 940	A	  3	H	  2	    61.4	      14.414	           58.000	                  	
155	 940	A	  3	H	  2	    64.5	      14.445	           77.000	                  	
155	 940	A	  3	H	  2	    67.4	      14.474	           76.000	                  	
155	 940	A	  3	H	  2	    70.4	      14.504	           60.000	                  	
155	 940	A	  3	H	  2	    73.5	      14.535	           66.000	                  	
155	 940	A	  3	H	  2	    76.4	      14.564	           68.000	                  	
155	 940	A	  3	H	  2	    79.4	      14.594	           59.000	                  	
155	 940	A	  3	H	  2	    82.4	      14.624	           61.000	                  	
155	 940	A	  3	H	  2	    85.5	      14.655	           70.000	                  	
155	 940	A	  3	H	  2	    88.4	      14.684	           78.000	                  	
155	 940	A	  3	H	  2	    91.4	      14.714	           77.000	                  	
155	 940	A	  3	H	  2	    94.6	      14.746	           80.000	                  	
155	 940	A	  3	H	  2	    97.4	      14.774	           62.000	                  	
155	 940	A	  3	H	  2	   100.6	      14.806	           57.000	                  	
155	 940	A	  3	H	  2	   103.6	      14.836	           61.000	                  	
155	 940	A	  3	H	  2	   106.5	      14.865	           66.000	                  	
155	 940	A	  3	H	  2	   109.4	      14.894	           75.000	                  	
155	 940	A	  3	H	  2	   112.4	      14.924	           61.000	                  	
155	 940	A	  3	H	  2	   115.4	      14.954	           59.000	                  	
155	 940	A	  3	H	  2	   118.5	      14.985	           60.000	                  	
155	 940	A	  3	H	  2	   122.0	      15.020	           57.000	                  	
155	 940	A	  3	H	  2	   124.4	      15.044	           57.000	                  	
155	 940	A	  3	H	  2	   127.4	      15.074	           66.000	                  	
155	 940	A	  3	H	  2	   130.5	      15.105	           75.000	                  	
155	 940	A	  3	H	  2	   133.4	      15.134	           64.000	                  	
155	 940	A	  3	H	  2	   136.4	      15.164	           63.000	                  	
155	 940	A	  3	H	  2	   139.4	      15.194	           72.000	                  	
155	 940	A	  3	H	  2	   142.4	      15.224	           59.000	                  	
155	 940	A	  3	H	  2	   145.5	      15.255	           54.000	                  	
155	 940	A	  3	H	  2	   148.4	      15.284	           29.000	                  	
155	 940	A	  3	H	  3	     4.5	      15.345	           70.000	                  	
155	 940	A	  3	H	  3	     7.4	      15.374	           71.000	                  	
155	 940	A	  3	H	  3	    10.4	      15.404	           75.000	                  	
155	 940	A	  3	H	  3	    13.4	      15.434	           74.000	                  	
155	 940	A	  3	H	  3	    16.4	      15.464	           74.000	                  	
155	 940	A	  3	H	  3	    19.4	      15.494	           75.000	                  	
155	 940	A	  3	H	  3	    22.4	      15.524	           79.000	                  	
155	 940	A	  3	H	  3	    25.4	      15.554	           72.000	                  	
155	 940	A	  3	H	  3	    28.4	      15.584	           71.000	                  	
155	 940	A	  3	H	  3	    31.5	      15.615	           61.000	                  	
155	 940	A	  3	H	  3	    34.4	      15.644	           59.000	                  	
155	 940	A	  3	H	  3	    37.4	      15.674	           65.000	                  	
155	 940	A	  3	H	  3	    40.6	      15.706	           71.000	                  	
155	 940	A	  3	H	  3	    43.4	      15.734	           70.000	                  	
155	 940	A	  3	H	  3	    46.5	      15.765	           71.000	                  	
155	 940	A	  3	H	  3	    49.4	      15.794	           55.000	                  	
155	 940	A	  3	H	  3	    52.5	      15.825	           57.000	                  	
155	 940	A	  3	H	  3	    55.4	      15.854	           61.000	                  	
155	 940	A	  3	H	  3	    58.5	      15.885	           61.000	                  	
155	 940	A	  3	H	  3	    61.4	      15.914	           56.000	                  	
155	 940	A	  3	H	  3	    64.4	      15.944	           61.000	                  	
155	 940	A	  3	H	  3	    67.4	      15.974	           65.000	                  	
155	 940	A	  3	H	  3	    70.4	      16.004	           64.000	                  	
155	 940	A	  3	H	  3	    73.6	      16.036	           69.000	                  	
155	 940	A	  3	H	  3	    76.4	      16.064	           75.000	                  	
155	 940	A	  3	H	  3	    79.5	      16.095	           67.000	                  	
155	 940	A	  3	H	  3	    82.5	      16.125	           69.000	                  	
155	 940	A	  3	H	  3	    85.5	      16.155	           68.000	                  	
155	 940	A	  3	H	  3	    88.5	      16.185	           65.000	                  	
155	 940	A	  3	H	  3	    91.5	      16.215	           63.000	                  	
155	 940	A	  3	H	  3	    94.4	      16.244	           64.000	                  	
155	 940	A	  3	H	  3	    97.4	      16.274	           68.000	                  	
155	 940	A	  3	H	  3	   100.6	      16.306	           66.000	                  	
155	 940	A	  3	H	  3	   103.4	      16.334	           64.000	                  	
155	 940	A	  3	H	  3	   106.5	      16.365	           74.000	                  	
155	 940	A	  3	H	  3	   109.4	      16.394	           80.000	                  	
155	 940	A	  3	H	  3	   112.5	      16.425	           79.000	                  	
155	 940	A	  3	H	  3	   115.5	      16.455	           67.000	                  	
155	 940	A	  3	H	  3	   118.5	      16.485	           65.000	                  	
155	 940	A	  3	H	  3	   122.0	      16.520	           68.000	                  	
155	 940	A	  3	H	  3	   124.4	      16.544	           68.000	                  	
155	 940	A	  3	H	  3	   127.6	      16.576	           68.000	                  	
155	 940	A	  3	H	  3	   130.6	      16.606	           69.000	                  	
155	 940	A	  3	H	  3	   133.4	      16.634	           69.000	                  	
155	 940	A	  3	H	  3	   136.4	      16.664	           68.000	                  	
155	 940	A	  3	H	  3	   139.5	      16.695	           65.000	                  	
155	 940	A	  3	H	  3	   142.4	      16.724	           61.000	                  	
155	 940	A	  3	H	  3	   145.4	      16.754	           51.000	                  	
155	 940	A	  3	H	  3	   148.6	      16.786	           19.000	                  	
155	 940	A	  3	H	  4	     4.5	      16.845	           65.000	                  	
155	 940	A	  3	H	  4	     7.4	      16.874	           65.000	                  	
155	 940	A	  3	H	  4	    10.4	      16.904	           68.000	                  	
155	 940	A	  3	H	  4	    13.4	      16.934	           68.000	                  	
