Leg	Site	H	Core	T	Sec	Top (cm)	Depth (mbsf)	Magnetic Suscept.	Corrected Suscept.	.
155	 940	A	  3	H	  6	    99.4	      20.794	           77.000	                  	
155	 940	A	  3	H	  6	   104.6	      20.846	           68.000	                  	
155	 940	A	  3	H	  6	   109.4	      20.894	           78.000	                  	
155	 940	A	  3	H	  6	   114.4	      20.944	           79.000	                  	
155	 940	A	  3	H	  6	   119.4	      20.994	           60.000	                  	
155	 940	A	  3	H	  6	   124.4	      21.044	           82.000	                  	
155	 940	A	  3	H	  6	   129.5	      21.095	           78.000	                  	
155	 940	A	  3	H	  6	   134.4	      21.144	           70.000	                  	
155	 940	A	  3	H	  6	   139.5	      21.195	           77.000	                  	
155	 940	A	  3	H	  6	   144.4	      21.244	           62.000	                  	
155	 940	A	  4	H	  1	     4.4	      21.844	           69.000	                  	
155	 940	A	  4	H	  1	     9.4	      21.894	           68.000	                  	
155	 940	A	  4	H	  1	    14.4	      21.944	           59.000	                  	
155	 940	A	  4	H	  1	    19.5	      21.995	           61.000	                  	
155	 940	A	  4	H	  1	    24.4	      22.044	           60.000	                  	
155	 940	A	  4	H	  1	    29.4	      22.094	           65.000	                  	
155	 940	A	  4	H	  1	    34.4	      22.144	           74.000	                  	
155	 940	A	  4	H	  1	    39.4	      22.194	           72.000	                  	
155	 940	A	  4	H	  1	    44.6	      22.246	           77.000	                  	
155	 940	A	  4	H	  1	    49.4	      22.294	           82.000	                  	
155	 940	A	  4	H	  1	    54.5	      22.345	           88.000	                  	
155	 940	A	  4	H	  1	    59.5	      22.395	           94.000	                  	
155	 940	A	  4	H	  1	    64.4	      22.444	           84.000	                  	
155	 940	A	  4	H	  1	    69.4	      22.494	           76.000	                  	
155	 940	A	  4	H	  1	    74.4	      22.544	           90.000	                  	
155	 940	A	  4	H	  1	    79.6	      22.596	           81.000	                  	
155	 940	A	  4	H	  1	    84.4	      22.644	           79.000	                  	
155	 940	A	  4	H	  1	    89.5	      22.695	           85.000	                  	
155	 940	A	  4	H	  1	    94.4	      22.744	           91.000	                  	
155	 940	A	  4	H	  1	    99.4	      22.794	           84.000	                  	
155	 940	A	  4	H	  1	   104.4	      22.844	           89.000	                  	
155	 940	A	  4	H	  1	   109.5	      22.895	           83.000	                  	
155	 940	A	  4	H	  1	   114.4	      22.944	           63.000	                  	
155	 940	A	  4	H	  1	   119.5	      22.995	           68.000	                  	
155	 940	A	  4	H	  1	   124.4	      23.044	           67.000	                  	
155	 940	A	  4	H	  1	   129.4	      23.094	           73.000	                  	
155	 940	A	  4	H	  1	   134.5	      23.145	           71.000	                  	
155	 940	A	  4	H	  1	   139.5	      23.195	           80.000	                  	
155	 940	A	  4	H	  1	   144.4	      23.244	           62.000	                  	
155	 940	A	  4	H	  2	     4.5	      23.345	           87.000	                  	
155	 940	A	  4	H	  2	     9.6	      23.396	           77.000	                  	
155	 940	A	  4	H	  2	    14.6	      23.446	           65.000	                  	
155	 940	A	  4	H	  2	    19.5	      23.495	           68.000	                  	
155	 940	A	  4	H	  2	    24.4	      23.544	           61.000	                  	
155	 940	A	  4	H	  2	    29.4	      23.594	           73.000	                  	
155	 940	A	  4	H	  2	    34.4	      23.644	           78.000	                  	
155	 940	A	  4	H	  2	    39.4	      23.694	           86.000	                  	
155	 940	A	  4	H	  2	    44.4	      23.744	           71.000	                  	
155	 940	A	  4	H	  2	    49.4	      23.794	           63.000	                  	
155	 940	A	  4	H	  2	    54.4	      23.844	           67.000	                  	
155	 940	A	  4	H	  2	    59.6	      23.896	           67.000	                  	
155	 940	A	  4	H	  2	    64.4	      23.944	           68.000	                  	
155	 940	A	  4	H	  2	    69.4	      23.994	           65.000	                  	
155	 940	A	  4	H	  2	    74.4	      24.044	           68.000	                  	
155	 940	A	  4	H	  2	    79.6	      24.096	           67.000	                  	
155	 940	A	  4	H	  2	    84.4	      24.144	           65.000	                  	
155	 940	A	  4	H	  2	    89.5	      24.195	           66.000	                  	
155	 940	A	  4	H	  2	    94.6	      24.246	           65.000	                  	
155	 940	A	  4	H	  2	    99.4	      24.294	           64.000	                  	
155	 940	A	  4	H	  2	   104.4	      24.344	           59.000	                  	
155	 940	A	  4	H	  2	   109.4	      24.394	           61.000	                  	
155	 940	A	  4	H	  2	   114.5	      24.445	           60.000	                  	
155	 940	A	  4	H	  2	   119.4	      24.494	           62.000	                  	
155	 940	A	  4	H	  2	   124.4	      24.544	           63.000	                  	
155	 940	A	  4	H	  2	   129.4	      24.594	           69.000	                  	
155	 940	A	  4	H	  2	   134.4	      24.644	           64.000	                  	
155	 940	A	  4	H	  2	   139.5	      24.695	           71.000	                  	
155	 940	A	  4	H	  2	   144.4	      24.744	           67.000	                  	
155	 940	A	  4	H	  3	     4.4	      24.844	           70.000	                  	
155	 940	A	  4	H	  3	     9.5	      24.895	           70.000	                  	
155	 940	A	  4	H	  3	    14.4	      24.944	           65.000	                  	
155	 940	A	  4	H	  3	    19.4	      24.994	           66.000	                  	
155	 940	A	  4	H	  3	    24.4	      25.044	           69.000	                  	
155	 940	A	  4	H	  3	    29.4	      25.094	           68.000	                  	
155	 940	A	  4	H	  3	    34.4	      25.144	           73.000	                  	
155	 940	A	  4	H	  3	    39.4	      25.194	           66.000	                  	
155	 940	A	  4	H	  3	    44.4	      25.244	           71.000	                  	
155	 940	A	  4	H	  3	    49.4	      25.294	           66.000	                  	
155	 940	A	  4	H	  3	    54.5	      25.345	           67.000	                  	
155	 940	A	  4	H	  3	    59.4	      25.394	           65.000	                  	
155	 940	A	  4	H	  3	    64.4	      25.444	           63.000	                  	
155	 940	A	  4	H	  3	    69.5	      25.495	           61.000	                  	
155	 940	A	  4	H	  3	    74.4	      25.544	           64.000	                  	
155	 940	A	  4	H	  3	    79.4	      25.594	           65.000	                  	
155	 940	A	  4	H	  3	    84.4	      25.644	           69.000	                  	
155	 940	A	  4	H	  3	    89.4	      25.694	           69.000	                  	
155	 940	A	  4	H	  3	    94.5	      25.745	           68.000	                  	
155	 940	A	  4	H	  3	    99.4	      25.794	           66.000	                  	
155	 940	A	  4	H	  3	   104.5	      25.845	           68.000	                  	
155	 940	A	  4	H	  3	   109.5	      25.895	           71.000	                  	
155	 940	A	  4	H	  3	   114.6	      25.946	           68.000	                  	
155	 940	A	  4	H	  3	   119.6	      25.996	           63.000	                  	
155	 940	A	  4	H	  3	   124.5	      26.045	           71.000	                  	
155	 940	A	  4	H	  3	   129.5	      26.095	           66.000	                  	
155	 940	A	  4	H	  3	   134.5	      26.145	           69.000	                  	
155	 940	A	  4	H	  3	   139.4	      26.194	           68.000	                  	
155	 940	A	  4	H	  3	   144.6	      26.246	           64.000	                  	
155	 940	A	  4	H	  3	   149.4	      26.294	           18.000	                  	
155	 940	A	  4	H	  4	     4.4	      26.344	           69.000	                  	
155	 940	A	  4	H	  4	     9.5	      26.395	           69.000	                  	
155	 940	A	  4	H	  4	    14.4	      26.444	           77.000	                  	
155	 940	A	  4	H	  4	    19.5	      26.495	           76.000	                  	
155	 940	A	  4	H	  4	    24.4	      26.544	           75.000	                  	
155	 940	A	  4	H	  4	    29.4	      26.594	           70.000	                  	
155	 940	A	  4	H	  4	    34.4	      26.644	           78.000	                  	
155	 940	A	  4	H	  4	    39.4	      26.694	           78.000	                  	
155	 940	A	  4	H	  4	    44.5	      26.745	           75.000	                  	
155	 940	A	  4	H	  4	    49.4	      26.794	           76.000	                  	
155	 940	A	  4	H	  4	    54.4	      26.844	           75.000	                  	
155	 940	A	  4	H	  4	    59.4	      26.894	           65.000	                  	
155	 940	A	  4	H	  4	    64.5	      26.945	           65.000	                  	
155	 940	A	  4	H	  4	    69.6	      26.996	           66.000	                  	
155	 940	A	  4	H	  4	    74.4	      27.044	           74.000	                  	
155	 940	A	  4	H	  4	    79.5	      27.095	           76.000	                  	
155	 940	A	  4	H	  4	    84.4	      27.144	           68.000	                  	
155	 940	A	  4	H	  4	    89.4	      27.194	           72.000	                  	
155	 940	A	  4	H	  4	    94.6	      27.246	           74.000	                  	
155	 940	A	  4	H	  4	    99.6	      27.296	           75.000	                  	
155	 940	A	  4	H	  4	   104.4	      27.344	           72.000	                  	
155	 940	A	  4	H	  4	   109.4	      27.394	           65.000	                  	
155	 940	A	  4	H	  4	   114.4	      27.444	           63.000	                  	
155	 940	A	  4	H	  4	   119.6	      27.496	           69.000	                  	
155	 940	A	  4	H	  4	   124.4	      27.544	           72.000	                  	
155	 940	A	  4	H	  4	   129.5	      27.595	           68.000	                  	
155	 940	A	  4	H	  4	   134.4	      27.644	           67.000	                  	
155	 940	A	  4	H	  4	   139.4	      27.694	           64.000	                  	
155	 940	A	  4	H	  4	   144.5	      27.745	           82.000	                  	
155	 940	A	  4	H	  4	   149.4	      27.794	           28.000	                  	
155	 940	A	  4	H	  5	     4.5	      27.845	           73.000	                  	
155	 940	A	  4	H	  5	     9.5	      27.895	           72.000	                  	
155	 940	A	  4	H	  5	    14.4	      27.944	           78.000	                  	
155	 940	A	  4	H	  5	    19.4	      27.994	           70.000	                  	
155	 940	A	  4	H	  5	    24.4	      28.044	           71.000	                  	
155	 940	A	  4	H	  5	    29.4	      28.094	           75.000	                  	
155	 940	A	  4	H	  5	    34.6	      28.146	           93.000	                  	
155	 940	A	  4	H	  5	    39.6	      28.196	           75.000	                  	
155	 940	A	  4	H	  5	    44.5	      28.245	           71.000	                  	
155	 940	A	  4	H	  5	    49.4	      28.294	           76.000	                  	
155	 940	A	  4	H	  5	    54.4	      28.344	           67.000	                  	
155	 940	A	  4	H	  5	    59.6	      28.396	           69.000	                  	
155	 940	A	  4	H	  5	    64.4	      28.444	           73.000	                  	
155	 940	A	  4	H	  5	    69.6	      28.496	           70.000	                  	
155	 940	A	  4	H	  5	    74.4	      28.544	           67.000	                  	
155	 940	A	  4	H	  5	    79.5	      28.595	           68.000	                  	
155	 940	A	  4	H	  5	    84.4	      28.644	           73.000	                  	
155	 940	A	  4	H	  5	    89.4	      28.694	           69.000	                  	
155	 940	A	  4	H	  5	    94.6	      28.746	           67.000	                  	
155	 940	A	  4	H	  5	    99.4	      28.794	           72.000	                  	
155	 940	A	  4	H	  5	   104.5	      28.845	           68.000	                  	
155	 940	A	  4	H	  5	   109.4	      28.894	           64.000	                  	
155	 940	A	  4	H	  5	   114.4	      28.944	           62.000	                  	
155	 940	A	  4	H	  5	   119.6	      28.996	           56.000	                  	
155	 940	A	  4	H	  5	   124.4	      29.044	           66.000	                  	
155	 940	A	  4	H	  5	   129.5	      29.095	           69.000	                  	
155	 940	A	  4	H	  5	   134.4	      29.144	           67.000	                  	
155	 940	A	  4	H	  5	   139.4	      29.194	           58.000	                  	
155	 940	A	  4	H	  5	   144.6	      29.246	            5.000	                  	
155	 940	A	  4	H	  5	   149.4	      29.294	            3.000	                  	
155	 940	A	  4	H	  6	     4.4	      29.344	           61.000	                  	
155	 940	A	  4	H	  6	     9.5	      29.395	           56.000	                  	
155	 940	A	  4	H	  6	    14.4	      29.444	           61.000	                  	
155	 940	A	  4	H	  6	    19.4	      29.494	           66.000	                  	
155	 940	A	  4	H	  6	    24.4	      29.544	           60.000	                  	
155	 940	A	  4	H	  6	    29.4	      29.594	           60.000	                  	
155	 940	A	  4	H	  6	    34.6	      29.646	           68.000	                  	
155	 940	A	  4	H	  6	    39.4	      29.694	           60.000	                  	
155	 940	A	  4	H	  6	    44.4	      29.744	           67.000	                  	
155	 940	A	  4	H	  6	    49.4	      29.794	           62.000	                  	
155	 940	A	  4	H	  6	    54.4	      29.844	           78.000	                  	
155	 940	A	  4	H	  6	    59.4	      29.894	           70.000	                  	
155	 940	A	  4	H	  6	    64.4	      29.944	           79.000	                  	
155	 940	A	  4	H	  6	    69.6	      29.996	           69.000	                  	
155	 940	A	  4	H	  6	    74.5	      30.045	           71.000	                  	
155	 940	A	  4	H	  6	    79.4	      30.094	           63.000	                  	
155	 940	A	  4	H	  6	    84.4	      30.144	           65.000	                  	
155	 940	A	  4	H	  6	    89.4	      30.194	           66.000	                  	
155	 940	A	  4	H	  6	    94.5	      30.245	           63.000	                  	
155	 940	A	  4	H	  6	    99.4	      30.294	           61.000	                  	
155	 940	A	  4	H	  6	   104.4	      30.344	           60.000	                  	
155	 940	A	  4	H	  6	   109.4	      30.394	           64.000	                  	
155	 940	A	  4	H	  6	   114.4	      30.444	           63.000	                  	
155	 940	A	  4	H	  6	   119.5	      30.495	           62.000	                  	
155	 940	A	  4	H	  6	   124.5	      30.545	           62.000	                  	
155	 940	A	  4	H	  6	   129.5	      30.595	           56.000	                  	
155	 940	A	  4	H	  6	   134.4	      30.644	           58.000	                  	
155	 940	A	  4	H	  6	   139.4	      30.694	           60.000	                  	
155	 940	A	  4	H	  6	   144.4	      30.744	           59.000	                  	
155	 940	A	  4	H	  6	   149.4	      30.794	           33.000	                  	
155	 940	A	  4	H	  7	     4.4	      30.844	           59.000	                  	
155	 940	A	  4	H	  7	     9.6	      30.896	           59.000	                  	
155	 940	A	  4	H	  7	    14.4	      30.944	           66.000	                  	
155	 940	A	  4	H	  7	    19.5	      30.995	           60.000	                  	
155	 940	A	  4	H	  7	    24.4	      31.044	           64.000	                  	
155	 940	A	  4	H	  7	    29.5	      31.095	           58.000	                  	
155	 940	A	  4	H	  7	    34.6	      31.146	           58.000	                  	
155	 940	A	  4	H	  7	    39.4	      31.194	           62.000	                  	
155	 940	A	  4	H	  7	    44.4	      31.244	           57.000	                  	
155	 940	A	  4	H	  7	    49.4	      31.294	           58.000	                  	
155	 940	A	  4	H	  7	    54.5	      31.345	           64.000	                  	
155	 940	A	  4	H	  7	    59.4	      31.394	           62.000	                  	
155	 940	A	  4	H	  7	    64.4	      31.444	           59.000	                  	
155	 940	A	  5	H	  1	     4.5	      31.345	           44.000	                  	
155	 940	A	  5	H	  1	     9.6	      31.396	           51.000	                  	
155	 940	A	  5	H	  1	    14.4	      31.444	           57.000	                  	
155	 940	A	  5	H	  1	    19.5	      31.495	           53.000	                  	
155	 940	A	  5	H	  1	    24.4	      31.544	           54.000	                  	
155	 940	A	  5	H	  1	    29.4	      31.594	           62.000	                  	
155	 940	A	  5	H	  1	    34.6	      31.646	           56.000	                  	
155	 940	A	  5	H	  1	    39.6	      31.696	           54.000	                  	
155	 940	A	  5	H	  1	    44.4	      31.744	           49.000	                  	
155	 940	A	  5	H	  1	    49.4	      31.794	           53.000	                  	
155	 940	A	  5	H	  1	    54.5	      31.845	           23.000	                  	
155	 940	A	  5	H	  1	    59.4	      31.894	           44.000	                  	
155	 940	A	  5	H	  1	    64.4	      31.944	           48.000	                  	
155	 940	A	  5	H	  1	    69.6	      31.996	           53.000	                  	
155	 940	A	  5	H	  1	    74.4	      32.044	           58.000	                  	
155	 940	A	  5	H	  1	    79.5	      32.095	           59.000	                  	
155	 940	A	  5	H	  1	    84.4	      32.144	           55.000	                  	
155	 940	A	  5	H	  1	    89.4	      32.194	           57.000	                  	
155	 940	A	  5	H	  1	    94.6	      32.246	           55.000	                  	
155	 940	A	  5	H	  1	    99.6	      32.296	           60.000	                  	
155	 940	A	  5	H	  1	   104.5	      32.345	           57.000	                  	
155	 940	A	  5	H	  1	   109.4	      32.394	           60.000	                  	
155	 940	A	  5	H	  1	   114.4	      32.444	           47.000	                  	
155	 940	A	  5	H	  2	     4.4	      32.644	           56.000	                  	
155	 940	A	  5	H	  2	     9.5	      32.695	           56.000	                  	
155	 940	A	  5	H	  2	    14.4	      32.744	           52.000	                  	
155	 940	A	  5	H	  2	    19.4	      32.794	           47.000	                  	
155	 940	A	  5	H	  2	    24.4	      32.844	           47.000	                  	
155	 940	A	  5	H	  2	    29.4	      32.894	           47.000	                  	
155	 940	A	  5	H	  2	    34.6	      32.946	           51.000	                  	
155	 940	A	  5	H	  2	    39.4	      32.994	           55.000	                  	
155	 940	A	  5	H	  2	    44.4	      33.044	           55.000	                  	
155	 940	A	  5	H	  2	    49.5	      33.095	           53.000	                  	
155	 940	A	  5	H	  2	    54.5	      33.145	           57.000	                  	
155	 940	A	  5	H	  2	    59.6	      33.196	           55.000	                  	
155	 940	A	  5	H	  2	    64.4	      33.244	           55.000	                  	
155	 940	A	  5	H	  2	    69.6	      33.296	           57.000	                  	
155	 940	A	  5	H	  2	    74.4	      33.344	           59.000	                  	
155	 940	A	  5	H	  2	    79.4	      33.394	           57.000	                  	
155	 940	A	  5	H	  2	    84.5	      33.445	           53.000	                  	
155	 940	A	  5	H	  2	    89.4	      33.494	           54.000	                  	
155	 940	A	  5	H	  2	    94.6	      33.546	           57.000	                  	
155	 940	A	  5	H	  2	    99.4	      33.594	           54.000	                  	
155	 940	A	  5	H	  2	   104.5	      33.645	           59.000	                  	
155	 940	A	  5	H	  2	   109.4	      33.694	           60.000	                  	
155	 940	A	  5	H	  2	   114.6	      33.746	           54.000	                  	
155	 940	A	  5	H	  2	   119.6	      33.796	           57.000	                  	
155	 940	A	  5	H	  2	   124.5	      33.845	           58.000	                  	
155	 940	A	  5	H	  2	   129.5	      33.895	           60.000	                  	
155	 940	A	  5	H	  2	   134.4	      33.944	           58.000	                  	
155	 940	A	  5	H	  2	   139.4	      33.994	           56.000	                  	
155	 940	A	  5	H	  2	   144.6	      34.046	           55.000	                  	
155	 940	A	  5	H	  3	     4.4	      34.144	           54.000	                  	
155	 940	A	  5	H	  3	     9.5	      34.195	           57.000	                  	
155	 940	A	  5	H	  3	    14.5	      34.245	           59.000	                  	
155	 940	A	  5	H	  3	    19.5	      34.295	           56.000	                  	
155	 940	A	  5	H	  3	    24.4	      34.344	           63.000	                  	
155	 940	A	  5	H	  3	    29.6	      34.396	           63.000	                  	
155	 940	A	  5	H	  3	    34.6	      34.446	           55.000	                  	
155	 940	A	  5	H	  3	    39.6	      34.496	           13.000	                  	
155	 940	A	  5	H	  3	    44.5	      34.545	           17.000	                  	
155	 940	A	  5	H	  3	    49.4	      34.594	           52.000	                  	
155	 940	A	  5	H	  3	    54.5	      34.645	           50.000	                  	
155	 940	A	  5	H	  3	    59.4	      34.694	           52.000	                  	
155	 940	A	  5	H	  3	    64.4	      34.744	           52.000	                  	
155	 940	A	  5	H	  3	    69.6	      34.796	           52.000	                  	
155	 940	A	  5	H	  3	    74.4	      34.844	           51.000	                  	
155	 940	A	  5	H	  3	    79.5	      34.895	           52.000	                  	
155	 940	A	  5	H	  3	    84.4	      34.944	           48.000	                  	
155	 940	A	  5	H	  3	    89.4	      34.994	           50.000	                  	
155	 940	A	  5	H	  3	    94.5	      35.045	           46.000	                  	
155	 940	A	  5	H	  3	    99.4	      35.094	           44.000	                  	
155	 940	A	  5	H	  4	     4.6	      35.186	           58.000	                  	
155	 940	A	  5	H	  4	     9.5	      35.235	           60.000	                  	
155	 940	A	  5	H	  4	    14.4	      35.284	           54.000	                  	
155	 940	A	  5	H	  4	    19.5	      35.335	           51.000	                  	
155	 940	A	  5	H	  4	    24.4	      35.384	           52.000	                  	
155	 940	A	  5	H	  4	    29.5	      35.435	           56.000	                  	
155	 940	A	  5	H	  4	    34.6	      35.486	           53.000	                  	
155	 940	A	  5	H	  4	    39.4	      35.534	           54.000	                  	
155	 940	A	  5	H	  4	    44.4	      35.584	           50.000	                  	
155	 940	A	  5	H	  4	    49.4	      35.634	           37.000	                  	
155	 940	A	  5	H	  4	    54.4	      35.684	           57.000	                  	
155	 940	A	  5	H	  4	    59.4	      35.734	           55.000	                  	
155	 940	A	  5	H	  4	    64.4	      35.784	           49.000	                  	
155	 940	A	  5	H	  4	    69.6	      35.836	           56.000	                  	
155	 940	A	  5	H	  4	    74.4	      35.884	           53.000	                  	
155	 940	A	  5	H	  4	    79.5	      35.935	           25.000	                  	
155	 940	A	  5	H	  5	     4.6	      35.986	           56.000	                  	
155	 940	A	  5	H	  5	     9.6	      36.036	           56.000	                  	
155	 940	A	  5	H	  5	    14.4	      36.084	           54.000	                  	
155	 940	A	  5	H	  5	    19.5	      36.135	           57.000	                  	
155	 940	A	  5	H	  5	    24.4	      36.184	           57.000	                  	
155	 940	A	  5	H	  5	    29.4	      36.234	           40.000	                  	
155	 940	A	  5	H	  5	    34.6	      36.286	           48.000	                  	
155	 940	A	  5	H	  5	    39.4	      36.334	           54.000	                  	
155	 940	A	  5	H	  5	    44.5	      36.385	           56.000	                  	
155	 940	A	  5	H	  5	    49.4	      36.434	           60.000	                  	
155	 940	A	  5	H	  5	    54.5	      36.485	           60.000	                  	
155	 940	A	  5	H	  5	    59.4	      36.534	           62.000	                  	
155	 940	A	  5	H	  5	    64.6	      36.586	           60.000	                  	
155	 940	A	  5	H	  5	    69.6	      36.636	           56.000	                  	
155	 940	A	  5	H	  5	    74.4	      36.684	           55.000	                  	
155	 940	A	  5	H	  6	     4.4	      36.774	           54.000	                  	
155	 940	A	  5	H	  6	     9.5	      36.825	           49.000	                  	
155	 940	A	  5	H	  6	    14.4	      36.874	           54.000	                  	
155	 940	A	  5	H	  6	    19.5	      36.925	           51.000	                  	
155	 940	A	  5	H	  6	    24.4	      36.974	           50.000	                  	
155	 940	A	  5	H	  6	    29.4	      37.024	           52.000	                  	
155	 940	A	  5	H	  6	    34.4	      37.074	           56.000	                  	
155	 940	A	  5	H	  6	    39.5	      37.125	           55.000	                  	
155	 940	A	  5	H	  6	    44.5	      37.175	           57.000	                  	
155	 940	A	  5	H	  6	    49.4	      37.224	           53.000	                  	
155	 940	A	  5	H	  6	    54.5	      37.275	           57.000	                  	
155	 940	A	  5	H	  6	    59.6	      37.326	           56.000	                  	
155	 940	A	  5	H	  6	    64.4	      37.374	           57.000	                  	
155	 940	A	  5	H	  6	    69.5	      37.425	           57.000	                  	
155	 940	A	  5	H	  6	    74.4	      37.474	           55.000	                  	
155	 940	A	  5	H	  6	    79.5	      37.525	           51.000	                  	
155	 940	A	  5	H	  6	    84.4	      37.574	           56.000	                  	
155	 940	A	  5	H	  6	    89.4	      37.624	           57.000	                  	
155	 940	A	  5	H	  6	    94.5	      37.675	           53.000	                  	
155	 940	A	  5	H	  6	    99.4	      37.724	           51.000	                  	
155	 940	A	  5	H	  6	   104.5	      37.775	           51.000	                  	
155	 940	A	  5	H	  6	   109.4	      37.824	           52.000	                  	
155	 940	A	  5	H	  6	   114.4	      37.874	           51.000	                  	
155	 940	A	  5	H	  6	   119.5	      37.925	           52.000	                  	
155	 940	A	  5	H	  6	   124.4	      37.974	           54.000	                  	
155	 940	A	  5	H	  6	   129.4	      38.024	           56.000	                  	
155	 940	A	  5	H	  6	   134.4	      38.074	           54.000	                  	
155	 940	A	  5	H	  6	   139.4	      38.124	           52.000	                  	
155	 940	A	  5	H	  6	   144.6	      38.176	           42.000	                  	
155	 940	A	  5	H	  7	     4.5	      38.245	           54.000	                  	
155	 940	A	  5	H	  7	     9.5	      38.295	           53.000	                  	
155	 940	A	  5	H	  7	    14.4	      38.344	           51.000	                  	
155	 940	A	  5	H	  7	    19.5	      38.395	           50.000	                  	
155	 940	A	  5	H	  7	    24.4	      38.444	           56.000	                  	
155	 940	A	  5	H	  7	    29.4	      38.494	           52.000	                  	
155	 940	A	  5	H	  7	    34.5	      38.545	           50.000	                  	
155	 940	A	  5	H	  7	    39.5	      38.595	           53.000	                  	
155	 940	A	  5	H	  7	    44.4	      38.644	           46.000	                  	
155	 940	A	  5	H	  7	    49.4	      38.694	           51.000	                  	
155	 940	A	  5	H	  7	    54.4	      38.744	           56.000	                  	
155	 940	A	  5	H	  7	    59.6	      38.796	           51.000	                  	
155	 940	A	  5	H	  7	    64.4	      38.844	           55.000	                  	
155	 940	A	  5	H	  7	    69.5	      38.895	           56.000	                  	
155	 940	A	  5	H	  7	    74.4	      38.944	           51.000	                  	
155	 940	A	  5	H	  7	    79.4	      38.994	           51.000	                  	
155	 940	A	  5	H	  7	    84.4	      39.044	           57.000	                  	
155	 940	A	  5	H	  7	    89.4	      39.094	           59.000	                  	
155	 940	A	  5	H	  7	    94.5	      39.145	           57.000	                  	
155	 940	A	  5	H	  7	    99.4	      39.194	           57.000	                  	
155	 940	A	  5	H	  7	   104.4	      39.244	           54.000	                  	
155	 940	A	  5	H	  7	   109.5	      39.295	           52.000	                  	
155	 940	A	  5	H	  7	   114.4	      39.344	           57.000	                  	
155	 940	A	  5	H	  7	   119.5	      39.395	           55.000	                  	
155	 940	A	  5	H	  7	   124.4	      39.444	           56.000	                  	
155	 940	A	  5	H	  7	   129.5	      39.495	           55.000	                  	
155	 940	A	  5	H	  7	   134.4	      39.544	           55.000	                  	
155	 940	A	  5	H	  7	   139.4	      39.594	           56.000	                  	
155	 940	A	  5	H	  7	   144.5	      39.645	           52.000	                  	
155	 940	A	  6	H	  1	     4.5	      40.845	           59.000	                  	
155	 940	A	  6	H	  1	     9.5	      40.895	           60.000	                  	
155	 940	A	  6	H	  1	    14.4	      40.944	           65.000	                  	
155	 940	A	  6	H	  1	    19.4	      40.994	           74.000	                  	
155	 940	A	  6	H	  1	    24.4	      41.044	           69.000	                  	
155	 940	A	  6	H	  1	    29.4	      41.094	           69.000	                  	
155	 940	A	  6	H	  1	    34.5	      41.145	           55.000	                  	
155	 940	A	  6	H	  1	    39.4	      41.194	           59.000	                  	
155	 940	A	  6	H	  1	    44.4	      41.244	           56.000	                  	
155	 940	A	  6	H	  1	    49.6	      41.296	           58.000	                  	
155	 940	A	  6	H	  1	    54.4	      41.344	           61.000	                  	
155	 940	A	  6	H	  1	    59.4	      41.394	           58.000	                  	
155	 940	A	  6	H	  1	    64.6	      41.446	           59.000	                  	
155	 940	A	  6	H	  1	    69.5	      41.495	           61.000	                  	
155	 940	A	  6	H	  1	    74.4	      41.544	           67.000	                  	
155	 940	A	  6	H	  1	    79.4	      41.594	           66.000	                  	
155	 940	A	  6	H	  1	    84.4	      41.644	           65.000	                  	
155	 940	A	  6	H	  1	    89.6	      41.696	           64.000	                  	
155	 940	A	  6	H	  1	    94.5	      41.745	           64.000	                  	
155	 940	A	  6	H	  1	    99.4	      41.794	           64.000	                  	
155	 940	A	  6	H	  1	   104.5	      41.845	           65.000	                  	
155	 940	A	  6	H	  1	   109.6	      41.896	           69.000	                  	
155	 940	A	  6	H	  1	   114.4	      41.944	           61.000	                  	
155	 940	A	  6	H	  1	   119.6	      41.996	           68.000	                  	
155	 940	A	  6	H	  1	   124.4	      42.044	           64.000	                  	
155	 940	A	  6	H	  1	   129.5	      42.095	           64.000	                  	
155	 940	A	  6	H	  1	   134.4	      42.144	           66.000	                  	
155	 940	A	  6	H	  1	   139.6	      42.196	           64.000	                  	
155	 940	A	  6	H	  1	   144.4	      42.244	           68.000	                  	
155	 940	A	  6	H	  2	     4.4	      42.344	           59.000	                  	
155	 940	A	  6	H	  2	     9.5	      42.395	           64.000	                  	
155	 940	A	  6	H	  2	    14.4	      42.444	           65.000	                  	
155	 940	A	  6	H	  2	    19.4	      42.494	           60.000	                  	
155	 940	A	  6	H	  2	    24.6	      42.546	           59.000	                  	
155	 940	A	  6	H	  2	    29.4	      42.594	           62.000	                  	
155	 940	A	  6	H	  2	    34.6	      42.646	           70.000	                  	
155	 940	A	  6	H	  2	    39.4	      42.694	           64.000	                  	
155	 940	A	  6	H	  2	    44.5	      42.745	           68.000	                  	
155	 940	A	  6	H	  2	    49.4	      42.794	           68.000	                  	
155	 940	A	  6	H	  2	    54.4	      42.844	           67.000	                  	
155	 940	A	  6	H	  2	    59.5	      42.895	           62.000	                  	
155	 940	A	  6	H	  2	    64.4	      42.944	           70.000	                  	
155	 940	A	  6	H	  2	    69.4	      42.994	           65.000	                  	
155	 940	A	  6	H	  2	    74.5	      43.045	           69.000	                  	
155	 940	A	  6	H	  2	    79.4	      43.094	           65.000	                  	
155	 940	A	  6	H	  2	    84.6	      43.146	           63.000	                  	
155	 940	A	  6	H	  2	    89.4	      43.194	           63.000	                  	
155	 940	A	  6	H	  2	    94.5	      43.245	           60.000	                  	
