Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Treatment	Level 	Demag Type	Level	 Decl.	 Incl.	Intensity	Hole Incl.	Intensity X	Intensity Y	Intensity Z	Run   	Comment
155	 940	A	 11	X	 4	  50.00	      89.670	NRM      	      	AFD       	   20	 39.20	 13.50	7.257E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  55.00	      89.720	NRM      	      	AFD       	   20	 34.40	 19.30	6.976E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  60.00	      89.770	NRM      	      	AFD       	   20	 34.40	 28.30	5.628E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  65.00	      89.820	NRM      	      	AFD       	   20	 55.80	 31.00	4.867E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  70.00	      89.870	NRM      	      	AFD       	   20	 63.60	 28.50	4.939E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  75.00	      89.920	NRM      	      	AFD       	   20	 48.80	 27.60	4.566E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  80.00	      89.970	NRM      	      	AFD       	   20	 41.80	 25.90	4.639E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  85.00	      90.020	NRM      	      	AFD       	   20	 39.80	 29.30	4.145E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  90.00	      90.070	NRM      	      	AFD       	   20	 60.30	 35.80	3.412E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	  95.00	      90.120	NRM      	      	AFD       	   20	 57.00	 33.40	2.958E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 100.00	      90.170	NRM      	      	AFD       	   20	 40.40	 22.00	3.432E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 105.00	      90.220	NRM      	      	AFD       	   20	 28.50	 18.40	3.664E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 110.00	      90.270	NRM      	      	AFD       	   20	 34.50	 19.00	3.964E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 115.00	      90.320	NRM      	      	AFD       	   20	 50.90	 17.50	4.576E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 120.00	      90.370	NRM      	      	AFD       	   20	 45.40	 16.00	5.147E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 125.00	      90.420	NRM      	      	AFD       	   20	 39.80	 16.40	5.350E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 130.00	      90.470	NRM      	      	AFD       	   20	 42.20	 14.20	6.995E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 135.00	      90.520	NRM      	      	AFD       	   20	 28.90	 17.80	6.385E+00	          	           	           	           	  1893	
155	 940	A	 11	X	 4	 140.00	      90.570	NRM      	      	AFD       	   20	 26.20	 20.70	4.279E+00	          	           	           	           	  1893	
155	 940	A	 12	X	 3	   0.00	      97.300	NRM      	      	AFD       	   20	 53.60	  7.70	5.095E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	   5.00	      97.350	NRM      	      	AFD       	   20	 52.10	  9.90	9.752E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  10.00	      97.400	NRM      	      	AFD       	   20	 49.20	 15.60	8.857E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  15.00	      97.450	NRM      	      	AFD       	   20	 57.70	 30.60	4.477E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  20.00	      97.500	NRM      	      	AFD       	   20	 70.80	 47.00	3.107E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  25.00	      97.550	NRM      	      	AFD       	   20	 52.90	 43.90	3.685E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  30.00	      97.600	NRM      	      	AFD       	   20	 19.80	 32.80	4.401E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  35.00	      97.650	NRM      	      	AFD       	   20	  2.90	 22.90	6.258E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  40.00	      97.700	NRM      	      	AFD       	   20	  3.90	 24.20	7.513E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  45.00	      97.750	NRM      	      	AFD       	   20	 29.60	 27.10	7.100E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  50.00	      97.800	NRM      	      	AFD       	   20	 43.90	 31.50	5.862E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  55.00	      97.850	NRM      	      	AFD       	   20	 19.30	 28.10	6.625E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  60.00	      97.900	NRM      	      	AFD       	   20	 25.00	 23.00	8.394E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  65.00	      97.950	NRM      	      	AFD       	   20	 35.90	 19.70	9.022E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  70.00	      98.000	NRM      	      	AFD       	   20	 38.60	 19.70	7.538E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  75.00	      98.050	NRM      	      	AFD       	   20	 20.70	 25.50	5.974E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  80.00	      98.100	NRM      	      	AFD       	   20	 22.90	 35.90	4.495E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  85.00	      98.150	NRM      	      	AFD       	   20	 55.40	 29.10	4.801E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  90.00	      98.200	NRM      	      	AFD       	   20	 50.40	 20.20	5.764E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	  95.00	      98.250	NRM      	      	AFD       	   20	 20.70	 19.60	6.747E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 100.00	      98.300	NRM      	      	AFD       	   20	 25.40	 19.10	8.898E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 105.00	      98.350	NRM      	      	AFD       	   20	 47.10	 22.10	9.697E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 110.00	      98.400	NRM      	      	AFD       	   20	 49.70	 16.90	1.118E+01	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 115.00	      98.450	NRM      	      	AFD       	   20	 42.70	 15.80	9.442E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 120.00	      98.500	NRM      	      	AFD       	   20	 26.60	 19.00	7.945E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 125.00	      98.550	NRM      	      	AFD       	   20	 14.20	 26.90	6.176E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 130.00	      98.600	NRM      	      	AFD       	   20	 22.60	 31.70	5.220E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 135.00	      98.650	NRM      	      	AFD       	   20	 34.00	 23.10	6.497E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 140.00	      98.700	NRM      	      	AFD       	   20	 37.90	 20.40	6.799E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 145.00	      98.750	NRM      	      	AFD       	   20	 33.00	 27.80	5.120E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 3	 150.00	      98.800	NRM      	      	AFD       	   20	 25.40	 45.40	2.414E+00	          	           	           	           	  1894	
155	 940	A	 12	X	 4	   0.00	      98.800	NRM      	      	AFD       	   20	  7.50	 22.50	2.625E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	   5.00	      98.850	NRM      	      	AFD       	   20	 25.10	 29.00	4.201E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  10.00	      98.900	NRM      	      	AFD       	   20	 31.20	 30.00	4.819E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  15.00	      98.950	NRM      	      	AFD       	   20	 27.30	 36.50	3.965E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  20.00	      99.000	NRM      	      	AFD       	   20	  1.90	 36.60	3.793E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  25.00	      99.050	NRM      	      	AFD       	   20	345.80	 31.60	4.610E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  30.00	      99.100	NRM      	      	AFD       	   20	  7.00	 30.20	5.519E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  35.00	      99.150	NRM      	      	AFD       	   20	 28.20	 30.90	5.450E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  40.00	      99.200	NRM      	      	AFD       	   20	 21.40	 30.10	4.779E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  45.00	      99.250	NRM      	      	AFD       	   20	 12.00	 22.30	5.351E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  50.00	      99.300	NRM      	      	AFD       	   20	 30.80	 23.20	5.518E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  55.00	      99.350	NRM      	      	AFD       	   20	 55.50	 16.70	6.672E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  60.00	      99.400	NRM      	      	AFD       	   20	 60.20	 11.90	7.736E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  65.00	      99.450	NRM      	      	AFD       	   20	 50.00	 15.70	7.270E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  70.00	      99.500	NRM      	      	AFD       	   20	 64.00	 25.60	5.506E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  75.00	      99.550	NRM      	      	AFD       	   20	 83.80	 34.50	4.303E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  80.00	      99.600	NRM      	      	AFD       	   20	 81.10	 35.20	3.879E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  85.00	      99.650	NRM      	      	AFD       	   20	 39.90	 23.40	4.995E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  90.00	      99.700	NRM      	      	AFD       	   20	 31.90	 20.40	5.557E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	  95.00	      99.750	NRM      	      	AFD       	   20	 17.90	 23.80	5.349E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 100.00	      99.800	NRM      	      	AFD       	   20	 18.40	 24.20	5.409E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 105.00	      99.850	NRM      	      	AFD       	   20	 10.80	 22.30	6.001E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 110.00	      99.900	NRM      	      	AFD       	   20	 12.50	 20.10	6.514E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 115.00	      99.950	NRM      	      	AFD       	   20	 10.50	 28.90	5.127E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 120.00	     100.000	NRM      	      	AFD       	   20	 36.40	 31.50	4.430E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 125.00	     100.050	NRM      	      	AFD       	   20	 46.20	 27.30	4.422E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 130.00	     100.100	NRM      	      	AFD       	   20	 20.10	 30.40	3.909E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 135.00	     100.150	NRM      	      	AFD       	   20	353.20	 28.40	4.401E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 140.00	     100.200	NRM      	      	AFD       	   20	  9.00	 20.50	6.236E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 145.00	     100.250	NRM      	      	AFD       	   20	 32.10	 16.70	7.373E+00	          	           	           	           	  1895	
155	 940	A	 12	X	 4	 150.00	     100.300	NRM      	      	AFD       	   20	 33.30	 17.50	5.248E+00	          	           	           	           	  1895	
155	 940	A	 13	X	 1	   0.00	     103.900	NRM      	      	AFD       	   20	 35.90	 54.70	1.917E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	   5.00	     103.950	NRM      	      	AFD       	   20	 57.80	 40.10	4.845E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  10.00	     104.000	NRM      	      	AFD       	   20	 73.00	 40.00	7.025E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  15.00	     104.050	NRM      	      	AFD       	   20	 64.90	 36.20	7.427E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  20.00	     104.100	NRM      	      	AFD       	   20	 41.60	 39.30	6.272E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  25.00	     104.150	NRM      	      	AFD       	   20	 13.60	 26.50	7.420E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  30.00	     104.200	NRM      	      	AFD       	   20	 23.50	 19.40	8.484E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  35.00	     104.250	NRM      	      	AFD       	   20	 25.80	 17.20	8.176E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  40.00	     104.300	NRM      	      	AFD       	   20	 26.10	 17.40	5.616E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  45.00	     104.350	NRM      	      	AFD       	   20	 19.90	 14.60	3.284E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  50.00	     104.400	NRM      	      	AFD       	   20	 31.90	  7.80	3.837E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  55.00	     104.450	NRM      	      	AFD       	   20	 38.30	 10.70	6.154E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  60.00	     104.500	NRM      	      	AFD       	   20	 19.20	 20.80	5.466E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  65.00	     104.550	NRM      	      	AFD       	   20	 15.80	 29.80	4.223E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  70.00	     104.600	NRM      	      	AFD       	   20	 25.30	 26.90	3.582E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  75.00	     104.650	NRM      	      	AFD       	   20	 33.60	 17.10	4.499E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  80.00	     104.700	NRM      	      	AFD       	   20	 35.00	 18.50	4.833E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  85.00	     104.750	NRM      	      	AFD       	   20	 43.90	 11.70	6.011E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  90.00	     104.800	NRM      	      	AFD       	   20	 43.50	  8.30	5.428E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	  95.00	     104.850	NRM      	      	AFD       	   20	 36.60	 13.90	4.901E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 100.00	     104.900	NRM      	      	AFD       	   20	 34.60	 27.40	5.362E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 105.00	     104.950	NRM      	      	AFD       	   20	 34.90	 33.90	6.819E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 110.00	     105.000	NRM      	      	AFD       	   20	 38.40	 39.30	7.474E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 115.00	     105.050	NRM      	      	AFD       	   20	 53.30	 41.30	6.499E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 120.00	     105.100	NRM      	      	AFD       	   20	 47.90	 39.20	4.596E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 125.00	     105.150	NRM      	      	AFD       	   20	 31.70	 33.90	3.710E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 130.00	     105.200	NRM      	      	AFD       	   20	 51.10	 26.50	5.201E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 135.00	     105.250	NRM      	      	AFD       	   20	 42.30	 43.20	4.624E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 1	 140.00	     105.300	NRM      	      	AFD       	   20	312.50	 57.70	4.351E+00	          	           	           	           	  1896	
155	 940	A	 13	X	 2	   0.00	     105.360	NRM      	      	AFD       	   20	 66.40	 14.60	1.840E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	   5.00	     105.410	NRM      	      	AFD       	   20	 55.50	 28.30	2.990E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  10.00	     105.460	NRM      	      	AFD       	   20	 10.40	 33.00	4.483E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  15.00	     105.510	NRM      	      	AFD       	   20	358.70	 43.40	4.438E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  20.00	     105.560	NRM      	      	AFD       	   20	 29.60	 39.50	4.472E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  25.00	     105.610	NRM      	      	AFD       	   20	 44.50	 28.30	5.081E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  30.00	     105.660	NRM      	      	AFD       	   20	 35.70	 19.10	6.102E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  35.00	     105.710	NRM      	      	AFD       	   20	 29.50	 15.00	6.942E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  40.00	     105.760	NRM      	      	AFD       	   20	 39.00	 18.70	5.416E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  45.00	     105.810	NRM      	      	AFD       	   20	 29.80	 20.90	5.587E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  50.00	     105.860	NRM      	      	AFD       	   20	 21.00	 24.20	6.402E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  55.00	     105.910	NRM      	      	AFD       	   20	 14.50	 35.30	6.893E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  60.00	     105.960	NRM      	      	AFD       	   20	  0.40	 43.70	6.350E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  65.00	     106.010	NRM      	      	AFD       	   20	352.10	 57.50	3.731E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  70.00	     106.060	NRM      	      	AFD       	   20	 16.90	 31.70	3.176E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  75.00	     106.110	NRM      	      	AFD       	   20	 52.90	 15.80	3.619E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  80.00	     106.160	NRM      	      	AFD       	   20	 55.00	 23.10	4.577E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  85.00	     106.210	NRM      	      	AFD       	   20	 56.90	 26.70	4.197E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  90.00	     106.260	NRM      	      	AFD       	   20	 32.70	 24.90	3.657E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	  95.00	     106.310	NRM      	      	AFD       	   20	  1.60	 24.30	4.483E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 100.00	     106.360	NRM      	      	AFD       	   20	 22.40	 21.40	6.115E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 105.00	     106.410	NRM      	      	AFD       	   20	 33.50	 28.00	6.552E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 110.00	     106.460	NRM      	      	AFD       	   20	 32.40	 34.50	5.857E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 115.00	     106.510	NRM      	      	AFD       	   20	 25.70	 41.30	4.764E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 120.00	     106.560	NRM      	      	AFD       	   20	 24.70	 31.30	5.571E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 125.00	     106.610	NRM      	      	AFD       	   20	 34.40	 37.00	5.340E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 130.00	     106.660	NRM      	      	AFD       	   20	 27.00	 47.20	4.199E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 135.00	     106.710	NRM      	      	AFD       	   20	325.30	 67.30	2.357E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 2	 140.00	     106.760	NRM      	      	AFD       	   20	292.30	 40.20	1.737E+00	          	           	           	           	  1897	
155	 940	A	 13	X	 3	   0.00	     106.780	NRM      	      	AFD       	   20	 62.10	 50.70	2.527E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	   5.00	     106.830	NRM      	      	AFD       	   20	 44.00	 41.70	4.321E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  10.00	     106.880	NRM      	      	AFD       	   20	 14.30	 29.10	6.135E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  15.00	     106.930	NRM      	      	AFD       	   20	352.80	 21.80	6.805E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  20.00	     106.980	NRM      	      	AFD       	   20	359.30	 17.40	6.764E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  25.00	     107.030	NRM      	      	AFD       	   20	359.30	 17.50	4.666E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  30.00	     107.080	NRM      	      	AFD       	   20	341.10	 27.80	3.211E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  35.00	     107.130	NRM      	      	AFD       	   20	  7.20	 55.30	2.286E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  40.00	     107.180	NRM      	      	AFD       	   20	 71.20	 37.30	3.694E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  45.00	     107.230	NRM      	      	AFD       	   20	 75.50	 24.20	5.730E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  50.00	     107.280	NRM      	      	AFD       	   20	 79.00	 77.50	2.770E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  55.00	     107.330	NRM      	      	AFD       	   20	253.90	 47.10	3.702E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  60.00	     107.380	NRM      	      	AFD       	   20	254.80	 62.10	3.206E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  65.00	     107.430	NRM      	      	AFD       	   20	 64.80	 39.30	4.343E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  70.00	     107.480	NRM      	      	AFD       	   20	 52.50	 56.70	4.114E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  75.00	     107.530	NRM      	      	AFD       	   20	249.50	 38.50	5.175E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  80.00	     107.580	NRM      	      	AFD       	   20	267.30	 27.10	5.596E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  85.00	     107.630	NRM      	      	AFD       	   20	 53.90	 61.40	3.762E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  90.00	     107.680	NRM      	      	AFD       	   20	 62.70	 29.30	8.310E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	  95.00	     107.730	NRM      	      	AFD       	   20	 63.50	 28.70	6.975E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 100.00	     107.780	NRM      	      	AFD       	   20	 22.50	 34.10	5.062E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 105.00	     107.830	NRM      	      	AFD       	   20	  8.90	 35.70	4.747E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 110.00	     107.880	NRM      	      	AFD       	   20	 62.00	 46.30	3.024E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 115.00	     107.930	NRM      	      	AFD       	   20	141.10	  4.60	3.552E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 120.00	     107.980	NRM      	      	AFD       	   20	167.60	-22.30	4.914E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 125.00	     108.030	NRM      	      	AFD       	   20	227.80	-50.20	4.822E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 130.00	     108.080	NRM      	      	AFD       	   20	291.90	-58.80	4.567E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 135.00	     108.130	NRM      	      	AFD       	   20	331.60	-39.10	4.440E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 140.00	     108.180	NRM      	      	AFD       	   20	325.00	-15.90	5.563E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 145.00	     108.230	NRM      	      	AFD       	   20	304.10	 -3.40	6.290E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 3	 150.00	     108.280	NRM      	      	AFD       	   20	310.90	  5.70	3.070E+00	          	           	           	           	  1898	
155	 940	A	 13	X	 4	   0.00	     108.280	NRM      	      	AFD       	   20	 32.50	-11.10	2.275E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	   5.00	     108.330	NRM      	      	AFD       	   20	 51.70	 -6.50	6.378E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  10.00	     108.380	NRM      	      	AFD       	   20	 51.40	 -6.70	9.086E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  15.00	     108.430	NRM      	      	AFD       	   20	 53.50	-11.70	6.959E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  20.00	     108.480	NRM      	      	AFD       	   20	 39.30	 -9.50	5.150E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  25.00	     108.530	NRM      	      	AFD       	   20	 40.10	 -5.90	5.216E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  30.00	     108.580	NRM      	      	AFD       	   20	 58.80	 -5.60	3.295E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  35.00	     108.630	NRM      	      	AFD       	   20	112.40	-43.90	4.597E-01	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  40.00	     108.680	NRM      	      	AFD       	   20	261.40	 -4.70	8.777E-01	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  45.00	     108.730	NRM      	      	AFD       	   20	337.70	  6.70	3.081E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  50.00	     108.780	NRM      	      	AFD       	   20	  5.60	 14.80	3.501E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  55.00	     108.830	NRM      	      	AFD       	   20	 25.30	 14.10	3.921E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  60.00	     108.880	NRM      	      	AFD       	   20	 19.20	  5.70	5.053E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  65.00	     108.930	NRM      	      	AFD       	   20	  5.20	  2.70	6.680E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  70.00	     108.980	NRM      	      	AFD       	   20	  0.70	  4.00	6.226E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  75.00	     109.030	NRM      	      	AFD       	   20	  5.80	 10.80	4.348E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  80.00	     109.080	NRM      	      	AFD       	   20	358.60	 20.20	3.520E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  85.00	     109.130	NRM      	      	AFD       	   20	 43.20	 18.50	3.324E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  90.00	     109.180	NRM      	      	AFD       	   20	 64.40	 20.50	2.666E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	  95.00	     109.230	NRM      	      	AFD       	   20	 27.10	 20.70	2.136E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 100.00	     109.280	NRM      	      	AFD       	   20	340.40	 27.50	3.589E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 105.00	     109.330	NRM      	      	AFD       	   20	 28.40	 26.90	4.664E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 110.00	     109.380	NRM      	      	AFD       	   20	 70.60	 22.10	5.846E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 115.00	     109.430	NRM      	      	AFD       	   20	 82.20	 29.40	5.187E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 120.00	     109.480	NRM      	      	AFD       	   20	 84.30	 51.70	3.245E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 125.00	     109.530	NRM      	      	AFD       	   20	279.40	 53.90	2.049E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 130.00	     109.580	NRM      	      	AFD       	   20	  6.10	 34.50	2.112E+00	          	           	           	           	  1899	
155	 940	A	 13	X	 4	 135.00	     109.630	NRM      	      	AFD       	   20	 66.40	 30.80	3.957E+00	          	           	           	           	  1899	
