Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Treatment	Level 	Demag Type	Level	 Decl.	 Incl.	Intensity	Hole Incl.	Intensity X	Intensity Y	Intensity Z	Run   	Comment
155	 940	A	 24	X	 3	  50.00	     213.500	NRM      	      	AFD       	   20	 20.10	 54.20	2.998E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  55.00	     213.550	NRM      	      	AFD       	   20	320.50	 39.70	4.241E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  60.00	     213.600	NRM      	      	AFD       	   20	  6.50	 36.30	5.352E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  65.00	     213.650	NRM      	      	AFD       	   20	 27.80	 35.70	7.046E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  70.00	     213.700	NRM      	      	AFD       	   20	 47.40	 32.60	8.625E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  75.00	     213.750	NRM      	      	AFD       	   20	 59.00	 31.60	8.578E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  80.00	     213.800	NRM      	      	AFD       	   20	 24.60	 26.40	8.984E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  85.00	     213.850	NRM      	      	AFD       	   20	  0.90	 20.60	9.863E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  90.00	     213.900	NRM      	      	AFD       	   20	 11.50	 20.70	1.158E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  95.00	     213.950	NRM      	      	AFD       	   20	 23.10	 25.30	1.137E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 100.00	     214.000	NRM      	      	AFD       	   20	 27.40	 22.20	1.251E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 105.00	     214.050	NRM      	      	AFD       	   20	 35.80	 23.60	1.174E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 110.00	     214.100	NRM      	      	AFD       	   20	 52.90	 23.30	1.055E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 115.00	     214.150	NRM      	      	AFD       	   20	 63.60	 37.60	7.405E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 120.00	     214.200	NRM      	      	AFD       	   20	 35.10	 42.20	6.835E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 125.00	     214.250	NRM      	      	AFD       	   20	 29.60	 28.20	1.025E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 130.00	     214.300	NRM      	      	AFD       	   20	 38.80	 18.40	1.547E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 135.00	     214.350	NRM      	      	AFD       	   20	 33.00	 18.70	1.482E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 140.00	     214.400	NRM      	      	AFD       	   20	348.60	 26.10	9.940E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 145.00	     214.450	NRM      	      	AFD       	   20	286.70	 19.90	1.089E+01	          	           	           	           	  1923	
155	 940	A	 24	X	 3	 150.00	     214.500	NRM      	      	AFD       	   20	264.20	 21.50	6.768E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 4	   0.00	     214.500	NRM      	      	AFD       	   20	269.90	 18.00	3.394E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	   5.00	     214.550	NRM      	      	AFD       	   20	 35.50	 32.60	3.991E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  10.00	     214.600	NRM      	      	AFD       	   20	 51.20	 20.10	8.633E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  15.00	     214.650	NRM      	      	AFD       	   20	 47.80	 22.10	8.709E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  20.00	     214.700	NRM      	      	AFD       	   20	359.20	 38.80	7.241E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  25.00	     214.750	NRM      	      	AFD       	   20	 26.00	 41.20	8.668E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  30.00	     214.800	NRM      	      	AFD       	   20	 31.80	 39.80	9.906E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  35.00	     214.850	NRM      	      	AFD       	   20	 49.50	 33.40	1.028E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  40.00	     214.900	NRM      	      	AFD       	   20	 31.70	 23.90	1.056E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  45.00	     214.950	NRM      	      	AFD       	   20	 35.30	 16.50	1.202E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  50.00	     215.000	NRM      	      	AFD       	   20	 39.00	 19.80	1.219E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  55.00	     215.050	NRM      	      	AFD       	   20	 66.40	 27.10	1.076E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  60.00	     215.100	NRM      	      	AFD       	   20	 80.00	 18.90	1.043E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  65.00	     215.150	NRM      	      	AFD       	   20	 54.40	 20.60	6.047E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  70.00	     215.200	NRM      	      	AFD       	   20	 16.20	 14.50	7.233E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  75.00	     215.250	NRM      	      	AFD       	   20	 13.20	 18.10	9.304E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  80.00	     215.300	NRM      	      	AFD       	   20	 33.30	 21.70	9.665E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  85.00	     215.350	NRM      	      	AFD       	   20	 51.50	 24.50	9.615E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  90.00	     215.400	NRM      	      	AFD       	   20	 50.90	 26.80	8.254E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	  95.00	     215.450	NRM      	      	AFD       	   20	 47.40	 34.80	5.214E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 100.00	     215.500	NRM      	      	AFD       	   20	 48.90	 25.80	3.770E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 105.00	     215.550	NRM      	      	AFD       	   20	 42.90	  0.80	3.510E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 110.00	     215.600	NRM      	      	AFD       	   20	 22.80	 -6.30	4.376E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 115.00	     215.650	NRM      	      	AFD       	   20	 13.90	  5.50	4.714E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 120.00	     215.700	NRM      	      	AFD       	   20	354.70	 25.90	5.376E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 125.00	     215.750	NRM      	      	AFD       	   20	346.90	 24.70	1.040E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 130.00	     215.800	NRM      	      	AFD       	   20	350.80	 23.80	1.247E+01	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 135.00	     215.850	NRM      	      	AFD       	   20	359.70	 26.10	9.768E+00	          	           	           	           	  1924	
155	 940	A	 24	X	 4	 140.00	     215.900	NRM      	      	AFD       	   20	 11.50	 42.80	3.697E+00	          	           	           	           	  1924	
155	 940	A	 25	X	 3	   0.00	     222.530	NRM      	      	AFD       	   20	340.20	 34.70	3.690E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	   5.00	     222.580	NRM      	      	AFD       	   20	327.20	 34.60	7.914E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  10.00	     222.630	NRM      	      	AFD       	   20	355.10	 28.20	8.419E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  15.00	     222.680	NRM      	      	AFD       	   20	 23.90	  2.20	9.263E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  20.00	     222.730	NRM      	      	AFD       	   20	 35.60	-27.80	8.737E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  25.00	     222.780	NRM      	      	AFD       	   20	 37.90	-42.80	7.404E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  30.00	     222.830	NRM      	      	AFD       	   20	 36.30	-47.80	4.220E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  35.00	     222.880	NRM      	      	AFD       	   20	  2.50	  7.90	1.811E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  40.00	     222.930	NRM      	      	AFD       	   20	 52.80	-46.20	1.163E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  45.00	     222.980	NRM      	      	AFD       	   20	 90.80	-39.20	7.812E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  50.00	     223.030	NRM      	      	AFD       	   20	 75.80	-45.10	1.266E+01	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  55.00	     223.080	NRM      	      	AFD       	   20	 33.10	-59.40	8.669E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  60.00	     223.130	NRM      	      	AFD       	   20	 19.10	-57.00	6.480E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  65.00	     223.180	NRM      	      	AFD       	   20	 58.60	-47.00	6.442E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  70.00	     223.230	NRM      	      	AFD       	   20	 84.10	-37.90	7.774E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  75.00	     223.280	NRM      	      	AFD       	   20	 66.20	-29.70	6.290E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  80.00	     223.330	NRM      	      	AFD       	   20	 58.20	-15.20	7.066E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  85.00	     223.380	NRM      	      	AFD       	   20	 25.30	-11.80	7.270E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  90.00	     223.430	NRM      	      	AFD       	   20	  7.60	  3.50	7.344E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	  95.00	     223.480	NRM      	      	AFD       	   20	341.90	 14.30	8.122E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 100.00	     223.530	NRM      	      	AFD       	   20	338.70	 16.90	9.668E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 105.00	     223.580	NRM      	      	AFD       	   20	318.00	 11.10	1.141E+01	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 110.00	     223.630	NRM      	      	AFD       	   20	301.90	 10.70	1.039E+01	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 115.00	     223.680	NRM      	      	AFD       	   20	  9.50	 32.10	6.594E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 120.00	     223.730	NRM      	      	AFD       	   20	 71.60	 27.60	1.350E+01	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 125.00	     223.780	NRM      	      	AFD       	   20	 62.90	 28.00	1.353E+01	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 130.00	     223.830	NRM      	      	AFD       	   20	 42.00	 28.50	4.989E+00	          	           	           	           	  1925	
155	 940	A	 25	X	 3	 135.00	     223.880	NRM      	      	AFD       	   20	341.20	  9.80	2.862E+00	          	           	           	           	  1925	
155	 940	A	 26	X	 2	   0.00	     230.800	NRM      	      	AFD       	   20	  3.00	 42.30	2.797E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	   5.00	     230.850	NRM      	      	AFD       	   20	  6.30	 47.80	5.305E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  10.00	     230.900	NRM      	      	AFD       	   20	  5.60	 48.00	7.409E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  15.00	     230.950	NRM      	      	AFD       	   20	 28.10	 42.90	7.551E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  20.00	     231.000	NRM      	      	AFD       	   20	 44.20	 46.90	6.992E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  25.00	     231.050	NRM      	      	AFD       	   20	 22.70	 44.10	7.220E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  30.00	     231.100	NRM      	      	AFD       	   20	345.20	 33.40	7.845E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  35.00	     231.150	NRM      	      	AFD       	   20	348.70	 23.60	9.762E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  40.00	     231.200	NRM      	      	AFD       	   20	352.80	 34.20	7.875E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  45.00	     231.250	NRM      	      	AFD       	   20	 21.50	 40.40	6.758E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  50.00	     231.300	NRM      	      	AFD       	   20	 38.80	 32.80	6.237E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  55.00	     231.350	NRM      	      	AFD       	   20	 20.40	 16.80	6.636E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  60.00	     231.400	NRM      	      	AFD       	   20	343.70	 10.60	7.268E+00	          	           	           	           	  1926	
155	 940	A	 26	X	 2	  65.00	     231.450	NRM      	      	AFD       	   20	343.10	 14.50	7.494E+00	          	           	           	           	  1926	
